,invoice_id,city,product_category,unit_price,quantity,total,type_of_payment,purchase_date,year,month,weekday,time,customer_type,gender,rating
416,750-57-9686,Naypyitaw,Home and lifestyle,45.38,4,190.596,Credit card,2019-01-08,2019,1,1,13:48,Normal,Female,8.7
417,186-09-3669,Naypyitaw,Health and beauty,81.51,1,85.5855,Ewallet,2019-01-22,2019,1,1,10:57,Member,Female,9.2
418,848-07-1692,Mandalay,Health and beauty,57.22,2,120.162,Ewallet,2019-01-12,2019,1,5,17:13,Normal,Female,8.3
419,745-71-3520,Yangon,Electronic accessories,25.22,7,185.367,Cash,2019-02-04,2019,2,0,10:23,Member,Female,8.2
420,266-76-6436,Naypyitaw,Food and beverages,38.6,3,121.59,Ewallet,2019-03-28,2019,3,3,13:57,Member,Female,7.5
421,740-22-2500,Naypyitaw,Electronic accessories,84.05,3,264.7575,Cash,2019-01-23,2019,1,2,13:29,Normal,Female,9.8
422,271-88-8734,Naypyitaw,Fashion accessories,97.21,10,1020.705,Credit card,2019-02-08,2019,2,4,13:00,Member,Female,8.7
423,301-81-8610,Mandalay,Fashion accessories,25.42,8,213.528,Credit card,2019-03-19,2019,3,1,19:42,Member,Male,6.7
424,489-64-4354,Naypyitaw,Fashion accessories,16.28,1,17.094,Cash,2019-03-09,2019,3,5,15:36,Normal,Male,5.0
425,198-84-7132,Mandalay,Fashion accessories,40.61,9,383.7645,Cash,2019-01-02,2019,1,2,13:40,Member,Male,7.0
426,269-10-8440,Yangon,Health and beauty,53.17,7,390.7995,Cash,2019-01-21,2019,1,0,18:01,Member,Male,8.9
427,650-98-6268,Mandalay,Food and beverages,20.87,3,65.7405,Credit card,2019-03-20,2019,3,2,13:53,Member,Female,8.0
428,741-73-3559,Mandalay,Sports and travel,67.27,5,353.1675,Cash,2019-02-27,2019,2,2,17:27,Normal,Male,6.9
429,325-77-6186,Yangon,Home and lifestyle,90.65,10,951.825,Ewallet,2019-03-08,2019,3,4,10:53,Member,Female,7.3
430,286-75-7818,Mandalay,Fashion accessories,69.08,2,145.068,Credit card,2019-01-31,2019,1,3,19:48,Normal,Male,6.9
431,574-57-9721,Naypyitaw,Food and beverages,43.27,2,90.867,Ewallet,2019-03-08,2019,3,4,16:53,Normal,Male,5.7
432,459-50-7686,Yangon,Electronic accessories,23.46,6,147.798,Ewallet,2019-01-13,2019,1,6,19:14,Normal,Female,6.4
433,616-87-0016,Mandalay,Fashion accessories,95.54,7,702.219,Credit card,2019-03-09,2019,3,5,14:36,Normal,Male,9.6
434,837-55-7229,Mandalay,Fashion accessories,47.44,1,49.812,Credit card,2019-02-22,2019,2,4,18:19,Normal,Female,6.8
435,751-69-0068,Naypyitaw,Sports and travel,99.24,9,937.818,Ewallet,2019-03-19,2019,3,1,19:09,Normal,Male,9.0
436,257-73-1380,Naypyitaw,Sports and travel,82.93,4,348.306,Ewallet,2019-01-20,2019,1,6,16:51,Member,Male,9.6
437,345-08-4992,Yangon,Home and lifestyle,33.99,6,214.137,Credit card,2019-03-08,2019,3,4,15:37,Normal,Male,7.7
438,549-96-4200,Naypyitaw,Food and beverages,17.04,4,71.568,Ewallet,2019-03-08,2019,3,4,20:15,Member,Male,7.0
439,810-60-6344,Naypyitaw,Electronic accessories,40.86,8,343.224,Credit card,2019-02-07,2019,2,3,14:38,Normal,Female,6.5
440,450-28-2866,Naypyitaw,Food and beverages,17.44,5,91.56,Cash,2019-01-15,2019,1,1,19:25,Member,Male,8.1
441,394-30-3170,Mandalay,Sports and travel,88.43,8,742.812,Credit card,2019-03-22,2019,3,4,19:35,Member,Female,4.3
442,138-17-5109,Yangon,Home and lifestyle,89.21,9,843.0345,Credit card,2019-01-15,2019,1,1,15:42,Member,Female,6.5
443,192-98-7397,Naypyitaw,Fashion accessories,12.78,1,13.419,Ewallet,2019-01-08,2019,1,1,14:11,Normal,Male,9.5
444,301-11-9629,Yangon,Sports and travel,19.1,7,140.385,Cash,2019-01-15,2019,1,1,10:43,Normal,Female,9.7
445,390-80-5128,Mandalay,Health and beauty,19.15,1,20.1075,Credit card,2019-01-28,2019,1,0,17:58,Member,Female,9.5
446,235-46-8343,Naypyitaw,Food and beverages,27.66,10,290.43,Credit card,2019-02-14,2019,2,3,11:26,Member,Male,8.9
447,453-12-7053,Naypyitaw,Fashion accessories,45.74,3,144.081,Credit card,2019-03-10,2019,3,6,17:38,Normal,Male,6.5
448,296-11-7041,Mandalay,Health and beauty,27.07,1,28.4235,Credit card,2019-01-12,2019,1,5,20:07,Member,Female,5.3
449,449-27-2918,Mandalay,Sports and travel,39.12,1,41.076,Credit card,2019-03-26,2019,3,1,11:02,Member,Female,9.6
450,891-01-7034,Mandalay,Electronic accessories,74.71,6,470.673,Cash,2019-01-01,2019,1,1,19:07,Normal,Female,6.7
451,744-09-5786,Mandalay,Electronic accessories,22.01,6,138.663,Cash,2019-01-02,2019,1,2,18:50,Normal,Male,7.6
452,727-17-0390,Yangon,Food and beverages,63.61,5,333.9525,Ewallet,2019-03-16,2019,3,5,12:43,Normal,Female,4.8
453,568-88-3448,Yangon,Health and beauty,25.0,1,26.25,Ewallet,2019-03-03,2019,3,6,15:09,Normal,Male,5.5
454,187-83-5490,Yangon,Electronic accessories,20.77,4,87.234,Cash,2019-01-31,2019,1,3,13:47,Member,Male,4.7
455,767-54-1907,Mandalay,Fashion accessories,29.56,5,155.19,Cash,2019-02-13,2019,2,2,16:59,Member,Female,6.9
456,710-46-4433,Mandalay,Food and beverages,77.4,9,731.43,Credit card,2019-02-15,2019,2,4,14:15,Member,Female,4.5
457,533-33-5337,Mandalay,Electronic accessories,79.39,10,833.595,Cash,2019-02-07,2019,2,3,20:24,Normal,Male,6.2
458,325-90-8763,Naypyitaw,Electronic accessories,46.57,10,488.985,Cash,2019-01-27,2019,1,6,13:58,Member,Female,7.6
459,729-46-7422,Naypyitaw,Food and beverages,35.89,1,37.6845,Credit card,2019-02-23,2019,2,5,16:52,Normal,Male,7.9
460,639-76-1242,Naypyitaw,Food and beverages,40.52,5,212.73,Cash,2019-02-03,2019,2,6,15:19,Normal,Male,4.5
461,234-03-4040,Mandalay,Food and beverages,73.05,10,767.025,Credit card,2019-03-03,2019,3,6,12:25,Member,Female,8.7
462,326-71-2155,Naypyitaw,Sports and travel,73.95,4,310.59,Cash,2019-02-03,2019,2,6,10:02,Normal,Female,6.1
463,320-32-8842,Naypyitaw,Food and beverages,22.62,1,23.751,Cash,2019-03-17,2019,3,6,18:58,Member,Female,6.4
464,470-32-9057,Yangon,Food and beverages,51.34,5,269.535,Credit card,2019-03-28,2019,3,3,15:31,Member,Male,9.1
465,878-30-2331,Naypyitaw,Sports and travel,54.55,10,572.775,Credit card,2019-03-02,2019,3,5,11:22,Member,Female,7.1
466,440-59-5691,Naypyitaw,Health and beauty,37.15,7,273.0525,Credit card,2019-02-08,2019,2,4,13:12,Member,Female,7.7
467,554-53-3790,Mandalay,Sports and travel,37.02,6,233.226,Cash,2019-03-22,2019,3,4,18:33,Normal,Male,4.5
468,746-19-0921,Naypyitaw,Food and beverages,21.58,1,22.659,Ewallet,2019-02-09,2019,2,5,10:02,Normal,Male,7.2
469,233-34-0817,Naypyitaw,Electronic accessories,98.84,1,103.782,Cash,2019-02-15,2019,2,4,11:21,Member,Female,8.4
470,767-05-1286,Naypyitaw,Home and lifestyle,83.77,6,527.751,Ewallet,2019-01-23,2019,1,2,12:10,Member,Female,5.4
471,340-21-9136,Yangon,Sports and travel,40.05,4,168.21,Cash,2019-01-25,2019,1,4,11:40,Member,Female,9.7
472,405-31-3305,Yangon,Fashion accessories,43.13,10,452.865,Credit card,2019-02-02,2019,2,5,18:31,Member,Male,5.5
473,731-59-7531,Mandalay,Health and beauty,72.57,8,609.588,Cash,2019-03-30,2019,3,5,17:58,Member,Male,4.6
474,676-39-6028,Yangon,Electronic accessories,64.44,5,338.31,Cash,2019-03-30,2019,3,5,17:04,Member,Female,6.6
475,502-05-1910,Yangon,Health and beauty,65.18,3,205.317,Credit card,2019-02-25,2019,2,0,20:35,Normal,Male,6.3
476,485-30-8700,Yangon,Sports and travel,33.26,5,174.615,Credit card,2019-03-18,2019,3,0,16:10,Normal,Female,4.2
477,598-47-9715,Naypyitaw,Electronic accessories,84.07,4,353.094,Ewallet,2019-03-07,2019,3,3,16:54,Normal,Male,4.4
478,701-69-8742,Mandalay,Sports and travel,34.37,10,360.885,Ewallet,2019-03-16,2019,3,5,10:11,Normal,Male,6.7
479,575-67-1508,Yangon,Electronic accessories,38.6,1,40.53,Ewallet,2019-01-29,2019,1,1,11:26,Normal,Male,6.7
480,541-08-3113,Naypyitaw,Food and beverages,65.97,8,554.148,Cash,2019-02-02,2019,2,5,20:29,Normal,Male,8.4
481,246-11-3901,Naypyitaw,Electronic accessories,32.8,10,344.4,Cash,2019-02-15,2019,2,4,12:12,Normal,Female,6.2
482,674-15-9296,Yangon,Sports and travel,37.14,5,194.985,Ewallet,2019-01-08,2019,1,1,13:05,Normal,Male,5.0
483,305-18-3552,Mandalay,Home and lifestyle,60.38,10,633.99,Cash,2019-02-12,2019,2,1,16:19,Member,Male,6.0
484,493-65-6248,Naypyitaw,Sports and travel,36.98,10,388.29,Credit card,2019-01-01,2019,1,1,19:48,Member,Female,7.0
485,438-01-4015,Mandalay,Sports and travel,49.49,4,207.858,Ewallet,2019-03-21,2019,3,3,15:25,Member,Female,6.6
486,709-58-4068,Mandalay,Fashion accessories,41.09,10,431.445,Cash,2019-02-28,2019,2,3,14:42,Normal,Female,7.3
487,795-49-7276,Yangon,Fashion accessories,37.15,4,156.03,Ewallet,2019-03-23,2019,3,5,18:59,Normal,Male,8.3
488,556-72-8512,Naypyitaw,Home and lifestyle,22.96,1,24.108,Cash,2019-01-30,2019,1,2,20:47,Normal,Male,4.3
489,627-95-3243,Mandalay,Home and lifestyle,77.68,9,734.076,Ewallet,2019-02-04,2019,2,0,13:21,Member,Female,9.8
490,686-41-0932,Mandalay,Fashion accessories,34.7,2,72.87,Ewallet,2019-03-13,2019,3,2,19:48,Normal,Female,8.2
491,510-09-5628,Yangon,Fashion accessories,19.66,10,206.43,Credit card,2019-03-15,2019,3,4,18:20,Member,Female,7.2
492,608-04-3797,Mandalay,Health and beauty,25.32,8,212.688,Ewallet,2019-03-05,2019,3,1,20:24,Member,Female,8.7
493,148-82-2527,Naypyitaw,Home and lifestyle,12.12,10,127.26,Credit card,2019-03-05,2019,3,1,13:44,Member,Female,8.4
494,437-53-3084,Mandalay,Fashion accessories,99.89,2,209.769,Ewallet,2019-02-26,2019,2,1,11:48,Normal,Male,7.1
495,632-32-4574,Mandalay,Sports and travel,75.92,8,637.728,Cash,2019-03-20,2019,3,2,14:14,Normal,Male,5.5
496,556-97-7101,Naypyitaw,Electronic accessories,63.22,2,132.762,Cash,2019-01-01,2019,1,1,15:51,Normal,Female,8.5
497,862-59-8517,Naypyitaw,Food and beverages,90.24,6,568.512,Cash,2019-01-27,2019,1,6,11:17,Normal,Female,6.2
498,401-18-8016,Mandalay,Sports and travel,98.13,1,103.0365,Cash,2019-01-21,2019,1,0,17:36,Member,Female,8.9
499,420-18-8989,Yangon,Sports and travel,51.52,8,432.768,Cash,2019-02-02,2019,2,5,15:47,Member,Female,9.6
500,277-63-2961,Mandalay,Sports and travel,73.97,1,77.6685,Credit card,2019-02-03,2019,2,6,15:53,Member,Male,5.4
501,573-98-8548,Naypyitaw,Fashion accessories,31.9,1,33.495,Ewallet,2019-01-05,2019,1,5,12:40,Member,Female,9.1
502,620-02-2046,Naypyitaw,Home and lifestyle,69.4,2,145.74,Ewallet,2019-01-27,2019,1,6,19:48,Normal,Male,9.0
503,282-35-2475,Mandalay,Sports and travel,93.31,2,195.951,Cash,2019-03-25,2019,3,0,17:53,Normal,Female,6.3
504,511-54-3087,Mandalay,Sports and travel,88.45,1,92.8725,Credit card,2019-02-25,2019,2,0,16:36,Normal,Male,9.5
505,726-29-6793,Yangon,Electronic accessories,24.18,8,203.112,Ewallet,2019-01-28,2019,1,0,20:54,Member,Male,9.8
506,387-49-4215,Mandalay,Sports and travel,48.5,3,152.775,Cash,2019-01-08,2019,1,1,12:50,Member,Female,6.7
507,862-17-9201,Mandalay,Food and beverages,84.05,6,529.515,Credit card,2019-01-29,2019,1,1,10:48,Normal,Female,7.7
508,291-21-5991,Mandalay,Health and beauty,61.29,5,321.7725,Cash,2019-03-29,2019,3,4,14:28,Member,Male,7.0
509,602-80-9671,Naypyitaw,Home and lifestyle,15.95,6,100.485,Credit card,2019-02-09,2019,2,5,17:15,Member,Female,5.1
510,347-72-6115,Mandalay,Sports and travel,90.74,7,666.939,Credit card,2019-01-16,2019,1,2,18:03,Member,Female,6.2
511,209-61-0206,Yangon,Home and lifestyle,42.91,5,225.2775,Ewallet,2019-01-05,2019,1,5,17:29,Normal,Female,6.1
512,595-27-4851,Yangon,Fashion accessories,54.28,7,398.958,Ewallet,2019-01-27,2019,1,6,18:05,Normal,Female,9.3
513,189-52-0236,Yangon,Electronic accessories,99.55,7,731.6925,Cash,2019-03-14,2019,3,3,12:07,Normal,Male,7.6
514,503-07-0930,Naypyitaw,Sports and travel,58.39,7,429.1665,Credit card,2019-02-23,2019,2,5,19:49,Member,Male,8.2
515,413-20-6708,Naypyitaw,Fashion accessories,51.47,1,54.0435,Ewallet,2019-03-18,2019,3,0,15:52,Member,Female,8.5
516,425-85-2085,Mandalay,Health and beauty,54.86,5,288.015,Ewallet,2019-03-29,2019,3,4,16:48,Member,Male,9.8
517,521-18-7827,Naypyitaw,Home and lifestyle,39.39,5,206.7975,Credit card,2019-01-22,2019,1,1,20:46,Member,Male,8.7
518,220-28-1851,Yangon,Home and lifestyle,34.73,2,72.933,Ewallet,2019-03-01,2019,3,4,18:14,Normal,Male,9.7
519,600-38-9738,Naypyitaw,Sports and travel,71.92,5,377.58,Credit card,2019-01-17,2019,1,3,15:05,Member,Male,4.3
520,734-91-1155,Mandalay,Electronic accessories,45.71,3,143.9865,Credit card,2019-03-26,2019,3,1,10:34,Normal,Female,7.7
521,451-28-5717,Naypyitaw,Home and lifestyle,83.17,6,523.971,Cash,2019-03-20,2019,3,2,11:23,Member,Female,7.3
522,609-81-8548,Yangon,Home and lifestyle,37.44,6,235.872,Credit card,2019-02-06,2019,2,2,13:55,Member,Female,5.9
523,133-14-7229,Naypyitaw,Health and beauty,62.87,2,132.027,Cash,2019-01-01,2019,1,1,11:43,Normal,Male,5.0
524,534-01-4457,Yangon,Food and beverages,81.71,6,514.773,Credit card,2019-01-27,2019,1,6,14:36,Normal,Male,8.0
525,719-89-8991,Yangon,Sports and travel,91.41,5,479.9025,Ewallet,2019-02-25,2019,2,0,16:03,Member,Female,7.1
526,286-62-6248,Mandalay,Fashion accessories,39.21,4,164.682,Credit card,2019-01-16,2019,1,2,20:03,Normal,Male,9.0
527,339-38-9982,Mandalay,Fashion accessories,59.86,2,125.706,Ewallet,2019-01-13,2019,1,6,14:55,Member,Male,6.7
528,827-44-5872,Mandalay,Food and beverages,54.36,10,570.78,Credit card,2019-02-07,2019,2,3,11:28,Member,Female,6.1
529,827-77-7633,Yangon,Sports and travel,98.09,9,926.9505,Cash,2019-02-17,2019,2,6,19:41,Normal,Male,9.3
530,287-83-1405,Yangon,Health and beauty,25.43,6,160.209,Ewallet,2019-02-12,2019,2,1,19:01,Normal,Male,7.0
531,435-13-4908,Yangon,Fashion accessories,86.68,8,728.112,Credit card,2019-01-24,2019,1,3,18:04,Member,Male,7.2
532,857-67-9057,Mandalay,Electronic accessories,22.95,10,240.975,Ewallet,2019-02-06,2019,2,2,19:20,Normal,Male,8.2
533,236-27-1144,Naypyitaw,Food and beverages,16.31,9,154.1295,Ewallet,2019-03-26,2019,3,1,10:31,Normal,Female,8.4
534,892-05-6689,Yangon,Home and lifestyle,28.32,5,148.68,Ewallet,2019-03-11,2019,3,0,13:28,Normal,Female,6.2
535,583-41-4548,Naypyitaw,Home and lifestyle,16.67,7,122.5245,Ewallet,2019-02-07,2019,2,3,11:36,Normal,Male,7.4
536,339-12-4827,Mandalay,Fashion accessories,73.96,1,77.658,Credit card,2019-01-05,2019,1,5,11:32,Member,Female,5.0
537,643-38-7867,Yangon,Home and lifestyle,97.94,1,102.837,Ewallet,2019-03-07,2019,3,3,11:44,Normal,Male,6.9
538,308-81-0538,Yangon,Fashion accessories,73.05,4,306.81,Credit card,2019-02-25,2019,2,0,17:16,Normal,Female,4.9
539,358-88-9262,Naypyitaw,Food and beverages,87.48,6,551.124,Ewallet,2019-02-01,2019,2,4,18:43,Member,Female,5.1
540,460-35-4390,Yangon,Home and lifestyle,30.68,3,96.642,Ewallet,2019-01-22,2019,1,1,11:00,Normal,Male,9.1
541,343-87-0864,Naypyitaw,Health and beauty,75.88,1,79.674,Credit card,2019-01-03,2019,1,3,10:30,Member,Male,7.1
542,173-50-1108,Mandalay,Sports and travel,20.18,4,84.756,Credit card,2019-02-13,2019,2,2,12:14,Member,Female,5.0
543,243-47-2663,Naypyitaw,Electronic accessories,18.77,6,118.251,Credit card,2019-01-28,2019,1,0,16:43,Member,Male,5.5
544,841-18-8232,Mandalay,Food and beverages,71.2,1,74.76,Credit card,2019-01-05,2019,1,5,20:40,Normal,Female,9.2
545,701-23-5550,Mandalay,Home and lifestyle,38.81,4,163.002,Ewallet,2019-03-19,2019,3,1,13:40,Member,Male,4.9
546,647-50-1224,Yangon,Fashion accessories,29.42,10,308.91,Ewallet,2019-01-12,2019,1,5,16:23,Normal,Female,8.9
547,541-48-8554,Yangon,Sports and travel,60.95,9,575.9775,Credit card,2019-01-07,2019,1,0,12:08,Normal,Male,6.0
548,539-21-7227,Mandalay,Sports and travel,51.54,5,270.585,Cash,2019-01-26,2019,1,5,17:45,Normal,Female,4.2
549,213-32-1216,Yangon,Electronic accessories,66.06,6,416.178,Cash,2019-01-23,2019,1,2,10:28,Normal,Female,7.3
550,747-58-7183,Mandalay,Fashion accessories,57.27,3,180.4005,Ewallet,2019-02-09,2019,2,5,20:31,Normal,Male,6.5
551,582-52-8065,Mandalay,Fashion accessories,54.31,9,513.2295,Cash,2019-02-22,2019,2,4,10:49,Normal,Female,8.9
552,210-57-1719,Mandalay,Health and beauty,58.24,9,550.368,Cash,2019-02-05,2019,2,1,12:34,Normal,Female,9.7
553,399-69-4630,Naypyitaw,Electronic accessories,22.21,6,139.923,Credit card,2019-03-07,2019,3,3,10:23,Normal,Male,8.6
554,134-75-2619,Yangon,Electronic accessories,19.32,7,142.002,Cash,2019-03-25,2019,3,0,18:51,Member,Male,6.9
555,356-44-8813,Mandalay,Home and lifestyle,37.48,3,118.062,Credit card,2019-01-20,2019,1,6,13:45,Normal,Male,7.7
556,198-66-9832,Mandalay,Fashion accessories,72.04,2,151.284,Cash,2019-02-04,2019,2,0,19:38,Member,Female,9.5
557,283-26-5248,Naypyitaw,Food and beverages,98.52,10,1034.46,Ewallet,2019-01-30,2019,1,2,20:23,Member,Female,4.5
558,712-39-0363,Yangon,Food and beverages,41.66,6,262.458,Ewallet,2019-01-02,2019,1,2,15:24,Member,Male,5.6
559,218-59-9410,Yangon,Home and lifestyle,72.42,3,228.123,Ewallet,2019-03-29,2019,3,4,16:54,Member,Female,8.2
560,174-75-0888,Mandalay,Electronic accessories,21.58,9,203.931,Cash,2019-03-14,2019,3,3,12:32,Normal,Male,7.3
561,866-99-7614,Naypyitaw,Food and beverages,89.2,10,936.6,Credit card,2019-02-11,2019,2,0,15:42,Normal,Male,4.4
562,134-54-4720,Mandalay,Electronic accessories,42.42,8,356.328,Ewallet,2019-01-30,2019,1,2,13:58,Normal,Female,5.7
563,760-90-2357,Yangon,Electronic accessories,74.51,6,469.413,Ewallet,2019-03-20,2019,3,2,15:08,Member,Male,5.0
564,514-37-2845,Mandalay,Fashion accessories,99.25,2,208.425,Cash,2019-03-20,2019,3,2,13:02,Normal,Male,9.0
565,698-98-5964,Yangon,Food and beverages,81.21,10,852.705,Credit card,2019-01-17,2019,1,3,13:01,Normal,Female,6.3
566,718-57-9773,Naypyitaw,Sports and travel,49.33,10,517.965,Credit card,2019-02-03,2019,2,6,16:40,Normal,Female,9.4
567,651-88-7328,Yangon,Fashion accessories,65.74,9,621.243,Cash,2019-01-01,2019,1,1,13:55,Normal,Female,7.7
568,241-11-2261,Mandalay,Fashion accessories,79.86,7,586.971,Credit card,2019-01-10,2019,1,3,10:33,Normal,Female,5.5
569,408-26-9866,Naypyitaw,Sports and travel,73.98,7,543.753,Ewallet,2019-03-02,2019,3,5,16:42,Normal,Female,4.1
570,834-83-1826,Mandalay,Home and lifestyle,82.04,5,430.71,Credit card,2019-02-25,2019,2,0,17:16,Member,Female,7.6
571,343-61-3544,Mandalay,Sports and travel,26.67,10,280.035,Cash,2019-01-29,2019,1,1,11:48,Member,Male,8.6
572,239-48-4278,Yangon,Food and beverages,10.13,7,74.4555,Ewallet,2019-03-10,2019,3,6,19:35,Member,Male,8.3
573,355-34-6244,Mandalay,Food and beverages,72.39,2,152.019,Credit card,2019-01-13,2019,1,6,19:55,Normal,Male,8.1
574,550-84-8664,Yangon,Sports and travel,85.91,5,451.0275,Credit card,2019-03-22,2019,3,4,14:33,Normal,Male,8.6
575,339-96-8318,Mandalay,Fashion accessories,81.31,7,597.6285,Ewallet,2019-03-01,2019,3,4,19:49,Member,Male,6.3
576,458-61-0011,Mandalay,Food and beverages,60.3,4,253.26,Cash,2019-02-20,2019,2,2,18:43,Normal,Male,5.8
577,592-34-6155,Naypyitaw,Food and beverages,31.77,4,133.434,Ewallet,2019-01-14,2019,1,0,14:43,Normal,Male,6.2
578,797-88-0493,Yangon,Health and beauty,64.27,4,269.934,Cash,2019-03-26,2019,3,1,13:54,Normal,Female,7.7
579,207-73-1363,Mandalay,Health and beauty,69.51,2,145.971,Ewallet,2019-03-01,2019,3,4,12:15,Normal,Male,8.1
580,390-31-6381,Naypyitaw,Food and beverages,27.22,3,85.743,Cash,2019-01-07,2019,1,0,12:37,Normal,Male,7.3
581,443-82-0585,Yangon,Health and beauty,77.68,4,326.256,Cash,2019-02-01,2019,2,4,19:54,Member,Female,8.4
582,339-18-7061,Naypyitaw,Fashion accessories,92.98,2,195.258,Credit card,2019-02-13,2019,2,2,15:06,Member,Female,8.0
583,359-90-3665,Mandalay,Fashion accessories,18.08,4,75.936,Credit card,2019-01-14,2019,1,0,18:03,Member,Female,9.5
584,375-72-3056,Mandalay,Sports and travel,63.06,3,198.639,Ewallet,2019-01-19,2019,1,5,15:58,Normal,Male,7.0
585,127-47-6963,Yangon,Health and beauty,51.71,4,217.182,Credit card,2019-03-09,2019,3,5,13:53,Normal,Male,9.8
586,278-86-2735,Yangon,Food and beverages,52.34,3,164.871,Cash,2019-03-27,2019,3,2,14:03,Normal,Female,9.2
587,695-28-6250,Yangon,Sports and travel,43.06,5,226.065,Ewallet,2019-02-04,2019,2,0,16:38,Normal,Female,7.7
588,379-17-6588,Naypyitaw,Fashion accessories,59.61,10,625.905,Cash,2019-03-14,2019,3,3,11:07,Normal,Male,5.3
589,227-50-3718,Yangon,Health and beauty,14.62,5,76.755,Cash,2019-03-04,2019,3,0,12:23,Normal,Male,4.4
590,302-15-2162,Naypyitaw,Health and beauty,46.53,6,293.139,Credit card,2019-03-03,2019,3,6,10:54,Member,Male,4.3
591,788-07-8452,Naypyitaw,Home and lifestyle,24.24,7,178.164,Ewallet,2019-01-27,2019,1,6,17:38,Member,Female,9.4
592,560-49-6611,Yangon,Sports and travel,45.58,1,47.859,Cash,2019-02-07,2019,2,3,14:13,Member,Female,9.8
593,880-35-0356,Yangon,Sports and travel,75.2,3,236.88,Ewallet,2019-02-05,2019,2,1,11:51,Member,Female,4.8
594,585-11-6748,Mandalay,Sports and travel,96.8,3,304.92,Cash,2019-03-15,2019,3,4,13:05,Member,Male,5.3
595,470-31-3286,Mandalay,Health and beauty,14.82,3,46.683,Credit card,2019-03-01,2019,3,4,11:30,Normal,Male,8.7
596,152-68-2907,Yangon,Food and beverages,52.2,3,164.43,Credit card,2019-02-15,2019,2,4,13:30,Normal,Male,9.5
597,123-35-4896,Naypyitaw,Sports and travel,46.66,9,440.937,Ewallet,2019-02-17,2019,2,6,19:11,Normal,Female,5.3
598,258-69-7810,Naypyitaw,Fashion accessories,36.85,5,193.4625,Cash,2019-01-26,2019,1,5,18:53,Normal,Female,9.2
599,334-64-2006,Yangon,Home and lifestyle,70.32,2,147.672,Ewallet,2019-03-24,2019,3,6,14:22,Member,Female,9.6
600,219-61-4139,Naypyitaw,Electronic accessories,83.08,1,87.234,Ewallet,2019-01-23,2019,1,2,17:16,Normal,Male,6.4
601,881-41-7302,Naypyitaw,Fashion accessories,64.99,1,68.2395,Credit card,2019-01-26,2019,1,5,10:06,Normal,Female,4.5
602,373-09-4567,Naypyitaw,Food and beverages,77.56,10,814.38,Ewallet,2019-03-14,2019,3,3,20:35,Normal,Male,6.9
603,642-30-6693,Mandalay,Sports and travel,54.51,6,343.413,Ewallet,2019-03-17,2019,3,6,13:54,Normal,Female,7.8
604,484-22-8230,Naypyitaw,Fashion accessories,51.89,7,381.3915,Cash,2019-01-08,2019,1,1,20:08,Member,Female,4.5
605,830-58-2383,Mandalay,Home and lifestyle,31.75,4,133.35,Cash,2019-02-08,2019,2,4,15:26,Normal,Male,8.6
606,559-98-9873,Yangon,Fashion accessories,53.65,7,394.3275,Ewallet,2019-02-10,2019,2,6,12:56,Member,Female,5.2
607,544-32-5024,Naypyitaw,Food and beverages,49.79,4,209.118,Credit card,2019-03-28,2019,3,3,19:16,Member,Female,6.4
608,318-12-0304,Yangon,Fashion accessories,30.61,1,32.1405,Ewallet,2019-01-23,2019,1,2,12:20,Normal,Male,5.2
609,349-97-8902,Mandalay,Food and beverages,57.89,2,121.569,Ewallet,2019-01-17,2019,1,3,10:37,Member,Male,8.9
610,421-95-9805,Yangon,Electronic accessories,28.96,1,30.408,Credit card,2019-02-07,2019,2,3,10:18,Normal,Female,6.2
611,277-35-5865,Naypyitaw,Food and beverages,98.97,9,935.2665,Cash,2019-03-09,2019,3,5,11:23,Member,Female,6.7
612,789-23-8625,Mandalay,Fashion accessories,93.22,3,293.643,Cash,2019-01-24,2019,1,3,11:45,Member,Male,7.2
613,284-54-4231,Naypyitaw,Sports and travel,80.93,1,84.9765,Credit card,2019-01-19,2019,1,5,16:08,Member,Male,9.0
614,443-59-0061,Yangon,Food and beverages,67.45,10,708.225,Ewallet,2019-02-03,2019,2,6,11:25,Member,Male,4.2
615,509-29-3912,Yangon,Sports and travel,38.72,9,365.904,Ewallet,2019-03-20,2019,3,2,12:24,Member,Female,4.2
616,327-40-9673,Mandalay,Sports and travel,72.6,6,457.38,Cash,2019-01-13,2019,1,6,19:51,Member,Male,6.9
617,840-19-2096,Naypyitaw,Electronic accessories,87.91,5,461.5275,Ewallet,2019-03-14,2019,3,3,18:10,Member,Male,4.4
618,828-46-6863,Yangon,Food and beverages,98.53,6,620.739,Credit card,2019-01-23,2019,1,2,11:22,Member,Male,4.0
619,641-96-3695,Naypyitaw,Fashion accessories,43.46,6,273.798,Ewallet,2019-02-07,2019,2,3,17:55,Member,Female,8.5
620,420-97-3340,Yangon,Food and beverages,71.68,3,225.792,Credit card,2019-03-28,2019,3,3,15:30,Normal,Female,9.2
621,436-54-4512,Yangon,Food and beverages,91.61,1,96.1905,Cash,2019-03-20,2019,3,2,19:44,Member,Female,9.8
622,670-79-6321,Mandalay,Home and lifestyle,94.59,7,695.2365,Credit card,2019-01-17,2019,1,3,15:27,Member,Female,4.9
623,852-62-7105,Mandalay,Fashion accessories,83.25,10,874.125,Credit card,2019-01-12,2019,1,5,11:25,Normal,Female,4.4
